2026-07-08 13:08:53.660 | INFO     | N/A | 🚀 Profile Update Worker 启动
2026-07-08 13:08:53.661 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:08:58.676 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:09:03.707 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:09:08.743 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:09:13.776 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:09:18.804 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:09:23.830 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:09:28.900 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:09:33.929 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:09:38.964 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:09:44.012 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:09:49.040 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:09:54.070 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:09:59.096 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:10:04.127 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:10:09.156 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:10:14.186 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:10:19.212 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:10:24.260 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:10:29.290 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:10:34.320 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:10:39.348 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:10:44.372 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:10:49.396 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:10:54.421 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:10:59.428 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:11:04.459 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:11:09.491 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:11:14.525 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:11:19.556 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:11:24.583 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:11:29.615 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:11:34.649 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:11:39.685 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:11:44.716 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:11:49.750 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:11:54.781 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:11:59.851 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:12:04.878 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:12:09.922 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:12:14.949 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:12:19.977 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:12:24.996 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:12:30.021 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:12:35.045 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:12:40.078 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:12:45.111 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:12:50.150 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:12:55.252 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:13:00.280 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:13:05.294 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:13:10.323 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:13:15.353 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:13:20.417 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:13:25.545 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:13:30.577 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:13:35.616 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:13:40.656 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:13:45.686 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:13:50.721 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:13:55.743 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:14:00.785 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:14:05.811 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:14:10.870 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:14:15.896 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:14:20.976 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:14:26.002 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:14:31.036 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:14:36.069 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:14:41.095 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:14:46.132 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:14:51.158 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:14:56.188 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:15:01.222 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:15:06.249 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:15:11.280 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:15:16.311 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:15:21.345 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:15:26.388 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:15:31.416 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:15:36.445 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:15:41.480 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:15:46.486 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:15:51.513 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:15:56.538 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:16:01.568 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:16:06.598 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:16:11.631 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:16:16.658 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:16:21.692 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:16:26.721 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:16:31.751 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:16:36.782 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:16:41.808 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:16:46.868 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:16:51.898 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:16:56.988 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:17:02.083 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:17:07.115 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:17:12.144 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:17:17.169 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:17:22.197 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:17:27.255 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:17:32.285 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
2026-07-08 13:17:32.338 | INFO     | N/A | 📦 取出任务: user_id=1
2026-07-08 13:17:34.223 | INFO     | N/A | LLM 偏好提取结果: {'dietary_restrictions': ['不吃辣', '素食'], 'preferred_foods': [], 'accommodation_preference': '经济型', 'travel_style': ['文化游']}
2026-07-08 13:17:34.226 | INFO     | N/A | ✅ Profile 更新成功: user_id=1, profile={'preferred_destinations': ['北京', '桂林', '杭州', '上海', '海南', '济南', '淄博', '清远'], 'preferred_budgets': ['未指定', '中等'], 'preferred_paces': ['适中'], 'travel_style': ['文化游'], 'last_updated': '2026-07-08T13:17:34.224754', 'preferred_foods': ['桂林米粉', '啤酒鱼', '龙井虾仁', '知味观糕点', '海鲜'], 'dietary_restrictions': ['素食', '不吃辣'], 'accommodation_preference': '经济型'}
2026-07-08 13:17:34.227 | INFO     | N/A | 
╔════════════════════════════════════════╗
║  ✅ Profile 更新完成。                   ║
║  用户ID: 1                                             ║
║  目的地: 清远                          。                    ║
╚════════════════════════════════════════╝
2026-07-08 13:17:34.228 | INFO     | N/A | ⏳ 等待 Profile 更新任务...
