2026-08-08 15:18:00.183 | INFO     | N/A | ✅ Mem0 初始化成功 | Qdrant 持久化已启用
2026-08-08 15:18:02.712 | INFO     | N/A | 🌐 Travel AI Web 服务启动中...
2026-08-08 15:18:02.713 | INFO     | N/A | 📄 前端页面: http://localhost:8000
2026-08-08 15:18:02.713 | INFO     | N/A | 🔌 API 文档: http://localhost:8000/docs
2026-08-08 15:18:02.714 | INFO     | N/A | 💡 确保 MCP 服务已启动以获得完整功能！
2026-08-08 15:20:53.354 | INFO     | c5176840613e4cd2afafb138ce775065 | python端成功接收到Java发过来的消息: 我想去深圳玩...
2026-08-08 15:20:53.356 | INFO     | c5176840613e4cd2afafb138ce775065 | 进入process_with_agent
2026-08-08 15:20:55.132 | INFO     | N/A | 路线：plan（原始：plan）
2026-08-08 15:20:55.139 | INFO     | N/A | 进入supervisor_node
2026-08-08 15:20:55.139 | INFO     | N/A | 路由: 4-task不存在 → task_analyzer
2026-08-08 15:20:55.142 | INFO     | N/A | [TaskAnalyzer] 用户消息: 我想去深圳玩...
2026-08-08 15:20:55.143 | INFO     | N/A | [TaskAnalyzer] 前端传入: start_date=2026-08-08, days=3
2026-08-08 15:20:56.519 | INFO     | N/A | [TaskAnalyzer] 提取结果: 深圳 3天 中等 适中 出发:2026-08-08
2026-08-08 15:20:56.522 | INFO     | N/A | 进入supervisor_node
2026-08-08 15:20:56.523 | INFO     | N/A | 路由: 5-research_results不存在 → researcher
2026-08-08 15:20:57.827 | INFO     | N/A | ✅ 已加载 15 个 MCP 工具
2026-08-08 15:20:57.829 | INFO     | N/A | [Researcher] 开始研究 深圳，日期: 2026-08-08~2026-08-11
2026-08-08 15:22:11.642 | INFO     | N/A | [Researcher] 查询到 1 个有空房的酒店
2026-08-08 15:22:11.642 | INFO     | N/A | [Researcher] 研究完成 | 酒店数量: 1 | 有空房: True
2026-08-08 15:22:11.642 | INFO     | N/A | [Researcher] 设置 waiting_user_hotel，酒店数量: 1
2026-08-08 15:22:11.646 | INFO     | N/A | 进入supervisor_node
2026-08-08 15:22:11.647 | INFO     | N/A | 路由: 0-interaction_interrupted=True，结束图执行
2026-08-08 15:22:11.673 | INFO     | c5176840613e4cd2afafb138ce775065 | [Exit] flow_id=16146031, interaction_status=waiting_user_hotel, callback_url=None, result_keys=['messages', 'user_id', 'session_id', 'msg_id', 'trace_id', 'task', 'research_results', 'next', 'critiques', 'scores', 'should_end', 'intent', 'flow_id', 'start_date', 'days', 'interaction']
2026-08-08 15:22:11.675 | INFO     | c5176840613e4cd2afafb138ce775065 | Flow state 已保存: flow_id=16146031, status=waiting_user_hotel
2026-08-08 15:22:11.675 | INFO     | N/A | [_call_java_callback] body_str={"sessionId": 1009, "userId": 3, "relatedMsgId": 186, "content": "以下是为您查询到的酒店列表，请选择您心仪的酒店：\n\n1. **未知酒店**\n   地址：深圳市南山区科技南路33号\n   价格：¥350.0/晚\n\n请从以下酒店列表中选择您心仪的酒店：\n\n请回复您想选择的酒店序号或名称。", "planJson": null, "traceId": "c5176840613e4cd2afafb138ce775065", "flowId": "16146031", "interaction": {"type": "hotel_select", "status": "waiting_user_hotel", "hotels": [{"hotelId": 3, "roomTypeId": 3, "roomNo": "0808", "hotelName": "深圳南山智选假日酒店", "roomTypeName": "标准双床房", "address": "深圳市南山区科技南路33号", "price": 350.0}], "message": "以下是为您查询到的酒店列表，请选择您心仪的酒店：\n\n1. **未知酒店**\n   地址：深圳市南山区科技南路33号\n   价格：¥350.0/晚\n\n请从以下酒店列表中选择您心仪的酒店：\n\n请回复您想选择的酒店序号或名称。", "interaction_interrupted": true}, "task": null}
2026-08-08 15:22:11.675 | INFO     | N/A | [_call_java_callback] sign_data=travel-python-secret-key-20261786173731675{"sessionId": 1009, "userId": 3, "relatedMsgId": 186, "content": "以下是为您查询到的酒店列表，请选择您心仪的酒店：\n\n1. **未知酒店**\n   地址：深圳市南山区科技南路33号\n   价格：¥350.0/晚\n\n请从以下酒店列表中选择您心仪的酒店：\n\n请回复您想选择的酒店序号或名称。", "planJson": null, "traceId": "c5176840613e4cd2afafb138ce775065", "flowId": "16146031", "interaction": {"type": "hotel_select", "status": "waiting_user_hotel", "hotels": [{"hotelId": 3, "roomTypeId": 3, "roomNo": "0808", "hotelName": "深圳南山智选假日酒店", "roomTypeName": "标准双床房", "address": "深圳市南山区科技南路33号", "price": 350.0}], "message": "以下是为您查询到的酒店列表，请选择您心仪的酒店：\n\n1. **未知酒店**\n   地址：深圳市南山区科技南路33号\n   价格：¥350.0/晚\n\n请从以下酒店列表中选择您心仪的酒店：\n\n请回复您想选择的酒店序号或名称。", "interaction_interrupted": true}, "task": null}
2026-08-08 15:22:11.676 | INFO     | N/A | [_call_java_callback] sign=f40f3ae121256b52e16c978b40383f5f9e1d9dbb00d2f2790daba27331bf2e92
2026-08-08 15:22:11.676 | INFO     | N/A | [_call_java_callback] 发送请求: url=http://localhost:9999/sendMessageByPython/receiveAI, payload={'sessionId': 1009, 'userId': 3, 'relatedMsgId': 186, 'content': '以下是为您查询到的酒店列表，请选择您心仪的酒店：\n\n1. **未知酒店**\n   地址：深圳市南山区科技南路33号\n   价格：¥350.0/晚\n\n请从以下酒店列表中选择您心仪的酒店：\n\n请回复您想选择的酒店序号或名称。', 'planJson': None, 'traceId': 'c5176840613e4cd2afafb138ce775065', 'flowId': '16146031', 'interaction': {'type': 'hotel_select', 'status': 'waiting_user_hotel', 'hotels': [{'hotelId': 3, 'roomTypeId': 3, 'roomNo': '0808', 'hotelName': '深圳南山智选假日酒店', 'roomTypeName': '标准双床房', 'address': '深圳市南山区科技南路33号', 'price': 350.0}], 'message': '以下是为您查询到的酒店列表，请选择您心仪的酒店：\n\n1. **未知酒店**\n   地址：深圳市南山区科技南路33号\n   价格：¥350.0/晚\n\n请从以下酒店列表中选择您心仪的酒店：\n\n请回复您想选择的酒店序号或名称。', 'interaction_interrupted': True}, 'task': None}
2026-08-08 15:22:11.912 | INFO     | N/A | [_call_java_callback] 请求发送成功
2026-08-08 15:22:11.912 | INFO     | c5176840613e4cd2afafb138ce775065 | ✅ 已回调Java，callbackUrl=http://localhost:9999/sendMessageByPython/receiveAI
2026-08-08 15:22:26.033 | INFO     | 16586f7fae914e4ea0cbad706f3f2b37 | python端成功接收到Java发过来的消息: 1...
